Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
AKAP1	8165	82	82	70	-	602449	46	0
AKAP1-DT	119139901	4	4	-	-	-	-	-
AKAP10	11216	154	153	43	-	604694	48	0
AKAP11	11215	161	161	112	-	604696	97	0
AKAP12	9590	142	142	121	-	604698	98	0
AKAP13	11214	235	231	203	2	604686	162	0
AKAP14	158798	176	170	5	-	300462	14	0
AKAP17A	8227	114	110	-	-	312095	8	0
AKAP17A	8227	114	110	-	-	465000	8	0
AKAP3	10566	122	121	61	2	604689	58	0
AKAP4	8852	204	195	37	-	300185	35	0
AKAP5	9495	40	40	27	-	604688	25	0
AKAP6	9472	163	163	137	-	604691	125	0
AKAP7	9465	30	30	12	2	604693	13	0
AKAP8	10270	114	113	94	1	604692	65	0
AKAP8L	26993	62	62	43	-	609475	47	0
AKAP9	10142	4624	2787	4604	4	604001	1583	193
AKIP1	56672	18	18	1	-	609191	4	0
AKIRIN1	79647	26	26	14	-	615164	16	0
AKIRIN2	55122	26	26	7	-	615165	10	0
AKNA	80709	173	172	122	-	605729	118	0
AKNAD1	254268	88	88	59	-	-	67	0
AKR1A1	10327	36	36	17	-	103830	26	0
AKR1B1	231	53	53	18	-	103880	13	0
AKR1B10	57016	53	53	19	-	604707	18	0
AKR1B15	441282	56	56	22	-	616336	21	0
AKR1C1	1645	69	69	28	-	600449	30	0
AKR1C2	1646	137	131	93	4	600450	29	0
AKR1C3	8644	69	69	29	-	603966	29	0
AKR1C4	1109	112	102	75	1	600451	39	0
AKR1C8	340811	21	21	-	-	-	3	0
AKR1D1	6718	292	246	245	18	604741	119	10
AKR1E2	83592	154	154	116	-	617451	31	0
AKR7A2	8574	48	46	24	-	603418	28	0
AKR7A3	22977	61	59	36	-	608477	36	0
AKR7L	246181	24	22	-	-	608478	7	0
AKT1	207	1102	833	1033	6	164730	312	13
AKT1S1	84335	41	41	28	-	610221	26	0
AKT2	208	221	173	208	3	164731	56	7
AKT3	10000	407	338	226	27	611223	81	7
AKT3-IT1	100874263	49	49	-	-	-	2	0
AKTIP	64400	31	31	13	-	608483	17	0
ALAD	210	276	223	242	6	125270	92	10
ALAS1	211	44	44	32	-	125290	34	0
ALAS2	212	553	396	416	38	301300	85	24
ALB	213	239	194	216	18	103600	60	4
ALCAM	214	55	55	38	1	601662	31	0
ALDH16A1	126133	80	79	68	-	613358	58	0
ALDH18A1	5832	1059	698	1034	51	138250	355	44
ALDH1A1	216	66	66	25	-	100640	24	0
ALDH1A2	8854	86	80	67	4	603687	21	0
ALDH1A2-AS1	283665	9	8	-	-	-	2	0
ALDH1A3	220	247	223	155	22	600463	40	2
ALDH1A3-AS1	101927751	147	133	1	17	-	27	0
ALDH1B1	219	135	131	66	1	100670	49	0
ALDH1L1	10840	96	94	75	-	600249	66	0
ALDH1L1-AS1	100874204	13	13	-	-	-	6	0
ALDH1L1-AS2	100862662	7	7	-	-	-	2	0
ALDH1L2	160428	51	51	40	-	613584	41	0
ALDH2	217	52	40	40	-	100650	17	0
ALDH3A1	218	140	140	29	1	100660	32	0
ALDH3A2	224	989	747	873	172	609523	139	29
ALDH3B1	221	24	23	11	-	600466	11	0
ALDH3B2	222	54	53	34	-	601917	38	0
ALDH4A1	8659	456	330	435	9	606811	153	26
ALDH5A1	7915	1189	827	1179	148	610045	319	47
ALDH6A1	4329	270	225	250	7	603178	107	9
ALDH7A1	501	1757	1093	1730	173	107323	343	70
ALDH8A1	64577	57	57	41	1	606467	37	0
ALDH9A1	223	50	49	29	-	602733	28	0
ALDOA	226	668	557	373	10	103850	131	11
ALDOB	229	953	545	915	136	612724	100	32
ALDOC	230	32	32	21	-	103870	23	0
ALG1	56052	1232	892	1189	111	605907	259	24
ALG10	84920	74	73	39	3	618355	36	0
ALG10B	144245	50	50	35	-	603313	33	0
ALG11	440138	342	267	235	17	613666	124	7
ALG12	79087	923	754	695	38	607144	296	29
ALG13	79868	1747	1233	1577	13	300776	412	45
ALG14	199857	260	156	251	2	612866	87	5
ALG14-AS1	101928098	76	38	-	1	-	21	0
ALG1L2	644974	44	43	27	-	-	28	0
ALG2	85365	456	360	418	11	607905	179	5
ALG3	10195	342	245	296	30	608750	91	15
ALG5	29880	77	77	28	7	604565	19	0
ALG6	29929	1072	795	1046	138	604566	223	23
ALG8	79053	514	339	501	39	608103	126	18
ALG9	79796	448	332	423	17	606941	158	14
ALK	238	7650	5019	7602	34	105590	2921	140
ALKAL1	389658	60	60	9	3	619670	28	0
ALKAL2	285016	69	69	11	-	619671	27	0
ALKBH1	8846	49	49	23	-	605345	33	0
ALKBH2	121642	30	30	14	-	610602	17	0
ALKBH3	221120	38	38	18	-	610603	24	0
ALKBH3-AS1	100507300	10	10	-	-	-	3	0
ALKBH4	54784	51	51	29	-	613302	32	0
ALKBH5	54890	133	131	12	-	613303	15	0
ALKBH6	84964	29	29	11	-	613304	18	0
ALKBH7	84266	30	30	18	-	613305	22	0
ALKBH8	91801	131	106	112	6	613306	51	4
ALLC	55821	62	62	28	-	612396	35	0
ALMS1	7840	11233	6317	11206	871	606844	2862	315
ALMS1-IT1	100874291	4	3	2	1	-	-	-
ALOX12	239	93	91	68	-	152391	36	0
ALOX12-AS1	100506713	79	79	-	-	-	32	0
ALOX12B	242	495	355	457	143	603741	118	16
ALOX15	246	84	83	48	-	152392	45	0
ALOX15B	247	93	90	58	-	603697	62	0
ALOX5	240	58	57	37	-	152390	31	0
ALOX5AP	241	55	55	12	-	603700	12	0
ALOXE3	59344	402	289	363	61	607206	115	19
ALPG	251	102	100	62	-	171810	50	0
ALPI	248	100	98	60	1	171740	36	1
ALPK1	80216	712	637	694	3	607347	343	13
ALPK2	115701	2815	2778	2740	-	619965	1645	8
ALPK3	57538	3812	2420	3754	192	617608	1374	65
ALPL	249	2314	1197	2288	378	171760	217	81
ALPP	250	105	104	65	-	171800	54	0
ALS2	57679	1597	1039	1547	114	606352	431	48
ALS2CL	259173	72	72	64	-	612402	62	0
ALX1	8092	68	56	50	3	601527	23	1
ALX3	257	88	83	69	11	606014	36	0
ALX4	60529	381	296	361	19	605420	130	3
ALYREF	10189	27	27	2	-	604171	6	0
AMACR	23600	626	435	587	4	604489	238	20
AMBN	258	92	81	63	5	601259	33	1
AMBP	259	70	70	34	-	176870	35	0
AMBRA1	55626	98	98	72	1	611359	79	0
AMD1	262	50	40	6	5	180980	16	0
AMDHD1	144193	23	23	17	-	620863	18	0
AMDHD2	51005	84	82	24	1	620864	49	0
AMELX	265	229	218	48	16	300391	20	0
AMELY	266	78	78	1	-	410000	10	0
AMER1	139285	674	561	536	39	300647	201	8
AMER2	219287	76	76	39	-	614659	43	0
AMER3	205147	130	129	71	1	-	90	0
AMFR	267	64	63	38	6	603243	38	0
AMH	268	230	185	200	16	600957	79	5
AMHR2	269	141	121	127	26	600956	43	2
AMIGO1	57463	39	39	20	-	615689	23	0
AMIGO2	347902	40	40	29	-	615690	29	0
AMIGO3	386724	42	42	33	-	615691	31	0
AMMECR1	9949	230	218	52	12	300195	34	0
AMMECR1L	83607	38	38	12	-	-	15	0
AMN	81693	727	628	662	64	605799	106	5
AMN1	196394	42	42	12	-	620564	14	0
AMOT	154796	233	223	65	1	300410	49	2
AMOTL1	154810	91	89	70	1	614657	66	1
AMOTL2	51421	80	80	64	-	614658	61	0
AMPD1	270	705	511	692	2	102770	295	29
AMPD2	271	612	426	592	34	102771	163	7
AMPD3	272	203	172	188	2	102772	121	4
AMPH	273	67	67	41	2	600418	31	0
AMT	275	1070	711	1059	137	238310	198	37
AMTN	401138	46	45	18	1	610912	15	0
AMY1A	276	45	41	8	-	104700	17	0
AMY1B	277	32	32	5	-	104701	17	0
AMY1C	278	30	30	3	-	104702	15	0
AMY2A	279	62	59	24	-	104650	34	0
AMY2B	280	86	86	52	-	104660	60	0
AMZ1	155185	121	120	69	-	615168	70	0
AMZ2	51321	43	42	30	-	615169	21	0
ANAPC1	64682	205	191	129	9	608473	117	1
ANAPC10	10393	42	42	8	2	613745	14	0
ANAPC11	51529	31	31	4	-	614534	10	0
ANAPC13	25847	20	20	4	-	614484	5	0
ANAPC15	25906	157	112	13	4	614717	79	0
ANAPC16	119504	19	19	4	-	613427	5	0
ANAPC2	29882	111	105	38	-	606946	41	0
ANAPC4	29945	61	61	29	-	606947	29	0
ANAPC5	51433	41	41	22	1	606948	24	0
ANAPC7	51434	22	22	14	1	606949	13	0
ANG	283	185	123	154	9	105850	49	4
ANGEL1	23357	64	64	43	1	619537	47	0
ANGEL2	90806	53	52	27	-	619001	38	0
ANGPT1	284	296	284	248	2	601667	134	1
ANGPT2	285	266	234	46	5	601922	53	0
ANGPT4	51378	89	89	33	-	603705	39	0
ANGPTL1	9068	60	59	36	-	603874	36	0
ANGPTL2	23452	61	60	28	-	605001	28	0
ANGPTL3	27329	141	116	106	10	604774	42	2
ANGPTL4	51129	46	45	38	-	605910	22	0
ANGPTL5	253935	49	48	19	-	607666	28	0
ANGPTL6	83854	47	46	40	-	609336	33	0
ANGPTL7	10218	74	74	22	-	618517	33	0
ANGPTL8	55908	21	18	3	-	616223	7	0
ANHX	647589	32	32	29	1	-	24	0
ANK1	286	1821	1114	1713	287	612641	430	89
ANK2	287	5754	3157	5727	34	106410	1565	294
ANK3	288	1658	1225	1631	16	600465	671	54
ANK3-DT	105378320	7	7	-	-	-	1	0
ANKAR	150709	134	132	82	1	609803	81	0
ANKDD1A	348094	62	61	45	-	-	45	0
ANKDD1B	728780	22	20	12	-	619920	4	0
ANKEF1	63926	90	89	59	-	-	61	0
ANKFN1	162282	55	53	41	1	620853	42	0
ANKFY1	51479	183	180	135	1	607927	84	0
ANKH	56172	943	556	851	16	605145	202	16
ANKHD1	54882	30	29	8	-	610500	12	0
ANKHD1-DT	121232368	14	14	-	-	-	9	0
ANKHD1-EIF4EBP3	404734	45	44	14	-	-	26	0
ANKIB1	54467	82	70	51	1	620069	52	0
ANKK1	255239	112	105	96	-	608774	55	0
ANKLE1	126549	95	93	77	-	619348	71	0
ANKLE2	23141	328	271	294	5	616062	93	5
ANKMY1	51281	207	204	83	1	620842	94	0
ANKMY2	57037	70	70	25	-	-	34	0
ANKRA2	57763	20	20	12	-	605787	15	0
ANKRD1	27063	937	502	919	-	609599	274	32
ANKRD10	55608	127	127	15	1	-	22	0
ANKRD10-IT1	100505494	108	108	-	-	-	8	0
ANKRD11	29123	4054	2580	3883	556	611192	949	110
ANKRD12	23253	207	202	97	-	610616	97	0
ANKRD13A	88455	37	37	28	-	615123	28	0
ANKRD13B	124930	37	37	26	-	615124	27	0
ANKRD13C	81573	42	42	16	-	615125	18	0
ANKRD13C-DT	11147	26	26	-	-	604372	4	0
ANKRD13D	338692	50	49	34	-	615126	37	0
ANKRD16	54522	59	59	27	-	618017	32	0
ANKRD17	26057	251	238	219	27	615929	156	1
ANKRD17-DT	102724832	7	7	-	-	-	-	-
ANKRD18A	253650	131	130	65	-	620259	50	0
ANKRD18B	441459	77	71	1	1	618930	5	0
ANKRD2	26287	44	43	25	-	610734	21	0
ANKRD20A1	84210	43	43	4	-	-	1	0
ANKRD20A4-ANKRD20A20P	110006327	21	21	-	-	-	-	-
ANKRD22	118932	36	36	11	-	-	18	0
ANKRD23	200539	78	78	19	-	610736	47	0
ANKRD24	170961	113	112	88	-	620234	85	0
ANKRD26	22852	1717	1103	1697	16	610855	616	66
ANKRD27	84079	82	82	66	-	618957	67	0
ANKRD28	23243	84	84	56	-	611122	56	0
ANKRD29	147463	64	62	24	-	-	31	0
ANKRD30A	91074	92	92	76	-	610856	71	0
ANKRD30B	374860	168	166	86	-	616565	86	0
ANKRD30BL	554226	5	5	-	-	-	2	0
ANKRD31	256006	130	125	122	2	618423	101	3
ANKRD33	341405	39	39	29	-	620857	31	0
ANKRD33B	651746	151	151	45	-	-	47	0
ANKRD34A	284615	220	214	17	1	-	73	0
ANKRD34B	340120	34	34	22	-	618581	28	0
ANKRD34C	390616	50	49	29	-	-	32	0
ANKRD34C-AS1	729911	13	12	-	1	-	1	0
ANKRD35	148741	265	259	60	1	-	113	0
ANKRD36	375248	62	62	18	3	620262	17	0
ANKRD36B	57730	34	34	1	3	-	10	0
ANKRD36C	400986	61	60	16	3	-	22	0
ANKRD37	353322	142	141	8	1	619021	28	0
ANKRD39	51239	78	78	19	-	-	48	0
ANKRD40	91369	26	26	17	-	-	17	0
ANKRD40CL	55018	4	4	-	-	-	-	-
ANKRD42	338699	46	46	28	-	619778	33	0
ANKRD42-DT	100506282	8	8	-	-	-	5	0
ANKRD44	91526	90	90	51	2	620861	55	0
ANKRD44-AS1	101927596	13	13	-	-	-	-	-
ANKRD44-IT1	101927547	13	13	-	-	-	-	-
ANKRD45	339416	50	48	12	1	618712	17	0
ANKRD46	157567	52	52	11	-	-	15	0
ANKRD49	54851	35	35	5	-	619571	17	0
ANKRD50	57182	89	89	60	-	619856	59	0
ANKRD52	283373	44	44	37	-	620862	37	0
ANKRD53	79998	69	67	52	-	617009	50	0
ANKRD54	129138	48	45	19	-	613383	19	0
ANKRD55	79722	61	60	49	-	615189	46	0
ANKRD6	22881	100	99	70	-	610583	66	0
ANKRD60	140731	17	17	-	-	-	2	0
ANKRD61	100310846	18	18	1	-	-	3	0
ANKRD62	342850	101	97	2	3	-	10	0
ANKRD63	100131244	26	25	15	-	-	18	0
ANKRD65	441869	210	203	50	-	-	66	0
ANKRD65-AS1	105378585	97	95	-	-	-	27	0
ANKRD66	100287718	27	27	18	-	-	15	0
ANKRD7	56311	38	38	13	-	610731	15	0
ANKRD9	122416	86	86	31	-	618605	43	0
ANKS1A	23294	89	89	75	-	608994	66	0
ANKS1B	56899	123	120	72	5	607815	79	1
ANKS3	124401	116	112	78	1	617310	71	0
ANKS4B	257629	30	30	11	-	609901	16	0
ANKS6	203286	587	415	546	25	615370	154	8
ANKUB1	389161	52	52	35	-	-	33	0
ANKZF1	55139	652	581	618	-	617541	376	6
ANLN	54443	551	437	527	2	616027	206	12
ANO1	55107	84	80	72	3	610108	56	0
ANO10	55129	718	516	646	83	613726	128	29
ANO2	57101	61	61	6	4	610109	7	0
ANO3	63982	683	551	627	12	610110	216	7
ANO3-AS1	105376599	6	6	-	-	-	1	0
ANO4	121601	48	48	35	7	610111	32	0
ANO5	203859	2508	1309	2466	173	608662	649	99
ANO6	196527	306	259	291	24	608663	88	10
ANO7	50636	343	333	185	-	605096	123	0
ANO8	57719	106	105	86	-	610216	90	0
ANO9	338440	100	100	65	-	619963	62	0
ANOS1	3730	594	497	324	78	300836	132	14
ANP32A	8125	23	22	7	-	600832	8	0
ANP32A-IT1	80035	2	2	-	-	-	-	-
ANP32B	10541	46	45	8	-	619823	7	0
ANP32C	23520	50	50	-	-	606877	6	0
ANP32D	23519	20	20	11	-	606878	12	0
ANP32E	81611	24	20	5	-	609611	10	0
ANPEP	290	118	113	73	1	151530	55	0
ANTKMT	65990	94	90	24	-	618566	39	0
ANTXR1	84168	204	166	192	8	606410	52	1
ANTXR2	118429	361	302	325	34	608041	150	3
ANTXRL	195977	58	55	-	-	-	3	0
ANXA1	301	78	77	34	-	151690	29	0
ANXA10	11199	79	79	21	4	608008	25	0
ANXA11	311	472	361	422	4	602572	166	1
ANXA13	312	80	80	28	-	602573	32	0
ANXA2	302	28	27	8	1	151740	11	0
ANXA2R	389289	39	39	14	-	611296	17	0
ANXA2R-AS1	153684	9	9	-	-	-	1	0
ANXA2R-OT1	648987	23	23	-	-	-	15	0
ANXA3	306	46	46	25	-	106490	24	0
ANXA4	307	37	37	22	-	106491	24	0
ANXA5	308	53	56	26	-	131230	26	0
ANXA6	309	69	67	56	1	114070	45	0
ANXA7	310	47	47	31	1	186360	28	0
ANXA8	653145	119	115	-	-	602396	15	0
ANXA8L1	728113	125	120	10	-	-	25	0
ANXA9	8416	42	38	26	1	603319	26	0
AOAH	313	63	63	42	-	102593	41	0
AOAH-IT1	100874264	6	6	-	-	-	-	-
AOC1	26	124	123	48	1	104610	48	1
AOC2	314	73	73	68	-	602268	62	0
AOC3	8639	65	64	60	-	603735	44	0
AOPEP	84909	2785	1345	29	170	619600	599	0
AOX1	316	93	92	59	-	602841	42	0
AP1AR	55435	33	33	15	-	610851	16	0
AP1AR-DT	119863862	8	8	-	-	-	4	0
AP1B1	162	122	117	91	11	600157	41	0
AP1G1	164	102	97	63	10	603533	38	1
AP1G2	8906	82	81	60	1	603534	60	0
AP1G2-AS1	102724814	63	63	-	1	-	53	0
AP1M1	8907	30	30	14	-	603535	16	0
AP1M2	10053	44	44	25	-	607309	31	0
AP1S1	1174	178	160	153	10	603531	15	2
AP1S2	8905	269	246	83	22	300629	35	1
AP1S3	130340	70	57	36	-	615781	7	0
AP2A1	160	57	57	45	-	601026	44	0
AP2A2	161	82	81	42	-	607242	52	0
AP2B1	163	30	30	20	-	601025	24	0
AP2M1	1173	289	261	246	1	601024	62	2
AP2S1	1175	173	129	157	3	602242	33	2
AP3B1	8546	1117	796	1107	67	603401	384	36
AP3B2	8120	925	809	887	44	602166	330	16
AP3D1	8943	1349	1178	1317	2	607246	487	7
AP3M1	26985	37	37	17	-	610366	22	0
AP3M2	10947	70	69	17	-	610469	24	0
AP3S1	1176	31	30	3	-	601507	4	0
AP3S2	10239	54	52	6	-	602416	15	0
AP4B1	10717	738	424	723	58	607245	211	12
AP4B1-AS1	100287722	573	333	-	39	-	175	0
AP4E1	23431	751	549	719	28	607244	262	15
AP4M1	9179	702	483	609	56	602296	175	17
AP4S1	11154	239	163	207	27	607243	45	3
AP5B1	91056	75	71	57	-	614367	56	0
AP5M1	55745	42	42	24	-	614368	27	0
AP5S1	55317	65	63	22	-	614824	34	0
AP5Z1	9907	1606	1087	1566	46	613653	502	91
APAF1	317	89	81	80	-	602233	47	0
APBA1	320	90	90	41	2	602414	43	0
APBA2	321	256	233	103	12	602712	80	0
APBA3	9546	93	93	69	-	604262	69	0
APBB1	322	92	65	71	2	602709	33	1
APBB1IP	54518	54	54	41	-	609036	35	0
APBB2	323	65	65	45	-	602710	47	0
APBB3	10307	55	54	36	-	602711	38	0
APC	324	32530	14717	31586	2425	611731	7473	629
APC2	10297	1034	861	993	14	612034	442	11
APCDD1	147495	220	203	112	1	607479	61	0
APCDD1L	164284	64	64	45	-	-	46	0
APCDD1L-DT	149773	7	7	-	-	-	-	-
APCS	325	24	22	12	-	104770	13	0
APEH	327	40	40	31	-	102645	29	0
APELA	100506013	19	19	2	-	615594	2	0
APEX1	328	52	47	26	-	107748	11	0
APEX2	27301	164	157	26	-	300773	17	0
APH1A	51107	29	25	10	-	607629	14	0
APH1B	83464	22	21	8	-	607630	12	0
API5	8539	23	23	8	-	609774	10	0
APIP	51074	53	47	12	-	612491	19	0
APLF	200558	47	47	30	-	611035	34	0
APLN	8862	190	184	9	-	300297	14	0
APLNR	187	41	41	28	-	600052	27	0
APLP1	333	50	50	35	-	104775	38	0
APLP2	334	136	136	58	-	104776	55	0
APMAP	57136	51	51	30	-	615884	34	0
APOA1	335	511	319	474	34	107680	147	12
APOA1-AS	104326055	337	209	-	24	620112	94	0
APOA2	336	73	47	51	3	107670	18	3
APOA4	337	187	157	152	2	107690	82	3
APOA5	116519	359	245	336	14	606368	128	10
APOB	338	7174	3632	7150	198	107730	1261	625
APOB-ICR	106633812	9	9	-	-	-	-	-
APOB3'MAR	106632268	99	56	-	1	-	25	0
APOBEC1	339	62	58	11	-	600130	17	0
APOBEC2	10930	21	21	15	-	604797	13	0
APOBEC3A	200315	32	31	8	-	607109	6	0
APOBEC3B	9582	47	46	24	-	607110	14	0
APOBEC3B-AS1	100874530	14	13	-	-	-	4	0
APOBEC3C	27350	36	35	17	-	607750	17	0
APOBEC3D	140564	51	50	31	-	609900	31	0
APOBEC3F	200316	46	44	26	-	608993	21	0
APOBEC3G	60489	36	35	19	-	607113	20	0
APOBEC3H	164668	36	35	19	1	610976	16	0
APOBEC4	403314	44	43	16	-	609908	15	0
APOBR	55911	123	123	36	-	605220	43	0
APOC1	341	12	12	4	-	107710	6	0
APOC2	344	180	115	172	17	608083	36	6
APOC3	345	140	91	102	3	107720	30	4
APOC4	346	16	16	8	-	600745	10	0
APOC4-APOC2	100533990	179	114	8	15	-	40	0
APOD	347	63	62	17	-	107740	17	0
APOE	348	277	183	269	29	107741	66	4
APOF	319	23	23	16	-	107760	17	0
APOH	350	42	42	27	2	138700	19	0
APOL1	8542	266	172	241	-	603743	63	6
APOL2	23780	59	58	33	-	607252	39	0
APOL3	80833	63	61	37	-	607253	33	0
APOL4	80832	32	31	7	-	607254	11	0
APOL5	80831	54	53	35	-	607255	30	0
APOL6	80830	58	57	39	-	607256	31	0
APOLD1	81575	77	76	30	1	612456	34	0
APOM	55937	18	18	9	-	606907	10	0
APOO	79135	170	162	12	1	300753	12	1
APOOL	139322	171	165	17	1	300955	20	0
APP	351	757	555	677	27	104760	195	28
APP-DT	118568803	51	42	-	-	-	2	0
APPAT	100506123	8	8	-	-	-	2	0
APPBP2	10513	36	36	10	-	605324	16	0
APPBP2-DT	120017341	5	5	-	-	-	-	-
APPL1	26060	205	167	192	3	604299	72	2
APPL2	55198	49	49	37	1	606231	38	0
APRG1	339883	21	21	1	1	611429	11	0
APRT	353	334	243	249	68	102600	52	7
APTR	100505854	27	27	-	-	616048	18	0
APTX	54840	570	353	494	38	606350	93	20
AQP1	358	81	76	51	1	107776	23	0
AQP10	89872	29	25	9	-	606578	13	0
AQP11	282679	28	28	18	-	609914	18	0
AQP12A	375318	130	127	20	-	609789	25	0
AQP12B	653437	150	147	41	-	-	47	0
AQP2	359	506	389	496	60	107777	92	14
AQP3	360	87	81	13	-	600170	12	0
AQP4	361	69	66	30	2	600308	22	1
AQP4-AS1	147429	41	39	-	-	-	20	0
AQP5	362	74	67	65	6	600442	25	0
AQP5-AS1	101927318	336	275	-	39	-	75	0
AQP6	363	30	30	23	-	601383	21	0
AQP7	364	86	80	8	-	602974	8	0
AQP7B	100509620	1	1	-	-	-	-	-
AQP8	343	52	52	20	-	603750	18	0
AQP9	366	39	38	19	-	602914	22	0
AQR	9716	69	68	46	-	610548	47	0
AR	367	1370	1007	1224	307	313700	134	41
ARAF	369	194	178	27	3	311010	28	0
ARAP1	116985	126	126	115	-	606646	105	0
ARAP1-AS2	100506020	25	25	-	-	-	16	0
ARAP2	116984	119	119	99	-	606645	95	0
ARAP3	64411	126	125	110	-	606647	107	0
ARB2A	83989	69	68	19	4	-	41	0
ARC	23237	68	68	10	-	612461	10	0
ARCN1	372	289	247	245	23	600820	104	4
AREG	374	33	33	7	-	104640	13	0
AREL1	9870	85	71	70	-	615380	54	1
ARF1	375	79	68	34	10	103180	17	2
ARF3	377	25	22	14	5	103190	6	1
ARF4	378	11	11	2	-	601177	3	0
ARF4-AS1	106144532	3	3	-	-	-	-	-
ARF5	381	32	32	5	-	103188	8	0
ARF6	382	14	14	4	-	600464	4	0
ARFGAP1	55738	110	107	37	-	608377	55	0
ARFGAP2	84364	56	56	43	-	606908	29	0
ARFGAP3	26286	79	78	32	3	612439	37	0
ARFGEF1	10565	485	403	154	49	604141	215	0
ARFGEF1-DT	102724708	182	115	-	1	-	68	0
ARFGEF2	10564	974	693	960	21	605371	315	47
ARFGEF3	57221	201	189	177	1	617411	114	1
ARFIP1	27236	46	46	18	-	605928	19	0
ARFIP2	23647	35	34	14	-	601638	17	0
ARFRP1	10139	69	67	15	-	604699	26	0
ARG1	383	704	548	680	123	608313	152	18
ARG2	384	52	50	31	-	107830	37	0
ARGFX	503582	36	36	20	-	611164	16	0
ARGLU1	55082	120	120	10	-	614046	14	0
ARGLU1-DT	283483	41	41	-	-	-	2	0
ARHGAP1	392	54	53	30	-	602732	34	1
ARHGAP10	79658	101	101	54	3	609746	58	0
ARHGAP11A	9824	117	118	58	22	610589	60	0
ARHGAP11A-DT	101928042	24	23	-	10	-	3	0
ARHGAP11A-SCG5	114118903	116	116	-	8	-	54	0
ARHGAP11B	89839	187	186	17	9	616310	49	0
ARHGAP11B-DT	102725021	67	66	-	3	-	13	0
ARHGAP12	94134	53	53	39	-	610577	38	0
ARHGAP15	55843	50	50	27	1	610578	29	0
ARHGAP15-AS1	105373654	13	13	-	-	-	9	0
ARHGAP17	55114	78	78	46	-	608293	47	0
ARHGAP18	93663	61	61	39	-	613351	39	0
ARHGAP19	84986	48	48	27	-	611587	30	0
ARHGAP19-SLIT1	100533184	40	40	-	-	-	34	0
ARHGAP20	57569	72	72	58	-	609568	57	0
ARHGAP21	57584	150	149	136	1	609870	105	0
ARHGAP22	58504	157	157	69	-	610585	82	0
ARHGAP22-IT1	100689073	22	22	-	-	-	5	0
ARHGAP23	57636	135	135	128	-	610590	126	0
ARHGAP24	83478	283	243	240	5	610586	93	7
ARHGAP25	9938	42	42	30	-	610587	29	0
ARHGAP26	23092	71	70	43	3	605370	30	0
ARHGAP26-AS1	100874239	6	6	-	-	-	1	0
ARHGAP26-IT1	100874372	6	6	-	-	-	1	0
ARHGAP27	201176	59	59	50	-	610591	46	0
ARHGAP28	79822	165	160	33	1	610592	48	0
ARHGAP28-AS1	101927168	48	43	-	-	-	2	0
ARHGAP29	9411	119	112	107	6	610496	70	0
ARHGAP30	257106	74	72	54	-	614264	60	0
ARHGAP31	57514	639	473	617	4	610911	226	24
ARHGAP31-AS1	100874246	12	12	-	-	-	2	0
ARHGAP32	9743	262	242	174	2	608541	113	0
ARHGAP33	115703	96	96	79	-	614902	73	0
ARHGAP35	2909	92	92	75	15	605277	61	0
ARHGAP36	158763	212	206	24	-	300937	35	0
ARHGAP39	80728	150	150	80	-	615880	84	0
ARHGAP4	393	371	348	91	3	300023	75	1
ARHGAP40	343578	53	53	47	-	-	44	0
ARHGAP42	143872	84	84	44	1	615936	65	0
ARHGAP42-AS1	100128386	8	8	-	-	-	3	0
ARHGAP44	9912	56	56	43	1	617716	41	0
ARHGAP44-AS1	100128006	28	25	-	-	-	12	0
ARHGAP45	23526	67	67	26	1	601155	18	0
ARHGAP5	394	100	100	72	2	602680	68	0
ARHGAP5-AS1	84837	12	12	-	-	-	1	0
ARHGAP6	395	322	303	76	22	300118	72	2
ARHGAP8	23779	162	161	81	3	609405	82	0
ARHGAP9	64333	83	76	30	-	610576	48	0
ARHGDIA	396	85	79	61	4	601925	25	2
ARHGDIB	397	46	45	7	-	602843	11	0
ARHGDIG	398	88	85	20	-	602844	36	0
ARHGEF1	9138	760	683	749	2	601855	324	3
ARHGEF10	9639	1047	878	879	4	608136	410	17
ARHGEF10L	55160	102	102	81	2	612494	69	0
ARHGEF11	9826	78	77	67	-	605708	61	0
ARHGEF12	23365	112	107	67	1	604763	65	0
ARHGEF15	22899	671	609	640	1	608504	363	8
ARHGEF16	27237	182	177	65	1	618871	73	0
ARHGEF17	9828	154	153	143	-	617043	127	1
ARHGEF17-AS1	100287837	33	33	-	-	-	22	0
ARHGEF18	23370	1082	973	1054	22	616432	466	14
ARHGEF18-AS1	118827816	2	2	-	-	-	1	0
ARHGEF19	128272	80	80	56	1	612496	54	0
ARHGEF2	9181	111	100	80	1	607560	58	0
ARHGEF2-AS2	107985209	5	5	-	-	-	3	0
ARHGEF25	115557	52	52	39	1	610215	40	0
ARHGEF26	26084	77	77	59	-	617552	61	0
ARHGEF26-AS1	100507524	5	5	-	-	-	-	-
ARHGEF28	64283	431	309	418	-	612790	116	4
ARHGEF3	50650	46	46	27	1	612115	37	0
ARHGEF3-AS1	100874200	3	3	-	-	-	2	0
ARHGEF33	100271715	75	75	48	-	-	52	0
ARHGEF35	445328	92	92	34	-	-	33	0
ARHGEF35-AS1	101928605	52	52	-	1	-	20	0
ARHGEF37	389337	62	61	45	1	620664	44	0
